Source,Target,Type
9.87015E+17,7.48218E+17,Directed
1.14921E+18,1.44251E+18,Directed
1.14921E+18,8.31624E+17,Directed
8.0393E+17,7.48218E+17,Directed
8.0393E+17,1496904794,Directed
8.0393E+17,7.48218E+17,Directed
1.48234E+18,9.73912E+17,Directed
1.48234E+18,9.73912E+17,Directed
1.488E+18,1.52778E+18,Directed
1.488E+18,1.52778E+18,Directed
1.48234E+18,1.27722E+18,Directed
1.48234E+18,459172180,Directed
1.48234E+18,9.73912E+17,Directed
9.87015E+17,1.51647E+18,Directed
9.87015E+17,7.48218E+17,Directed
1.41239E+18,1.46065E+18,Directed
1.41239E+18,9.73912E+17,Directed
1.51401E+18,1.43806E+18,Directed
1.51401E+18,9.73912E+17,Directed
9.37374E+17,7.76753E+17,Directed
9.37374E+17,1.5619E+18,Directed
9.37374E+17,7.76753E+17,Directed
1.488E+18,1.52778E+18,Directed
8.86657E+17,1.27187E+18,Directed
8.86657E+17,1.27187E+18,Directed
1.48234E+18,1.41018E+18,Directed
1.48234E+18,1.41018E+18,Directed
9.37374E+17,7.76753E+17,Directed
1.488E+18,1.41018E+18,Directed
1.488E+18,1.41018E+18,Directed
8.31624E+17,1.24116E+18,Directed
1.14921E+18,1469811883,Directed
1.48234E+18,1.41018E+18,Directed
1.488E+18,1.41018E+18,Directed
1.48234E+18,7.47525E+17,Directed
1.48234E+18,7.47525E+17,Directed
2712074936,1337424932,Directed
2712074936,1337424932,Directed
1.488E+18,1.45376E+18,Directed
1.488E+18,1.45376E+18,Directed
1.48234E+18,48419508,Directed
1.48234E+18,2378859834,Directed
1.48234E+18,48419508,Directed
48419508,2378859834,Directed
1.48234E+18,7.47525E+17,Directed
1.40681E+18,8.93593E+17,Directed
1.40681E+18,8.93593E+17,Directed
1.48234E+18,48419508,Directed
1.488E+18,1.45376E+18,Directed
391987971,8.57994E+17,Directed
391987971,8.57994E+17,Directed
8.17077E+17,1469811883,Directed
8.17077E+17,1469811883,Directed
1.41223E+18,8.31624E+17,Directed
1.41223E+18,1469811883,Directed
1.41223E+18,8.31624E+17,Directed
1.58952E+18,9.57674E+17,Directed
1.58952E+18,9.57674E+17,Directed
391987971,1.27187E+18,Directed
391987971,1.41684E+18,Directed
391987971,8.57994E+17,Directed
82637287,7.48218E+17,Directed
82637287,1496904794,Directed
82637287,7.48218E+17,Directed
1.47874E+18,1.22992E+18,Directed
1.47874E+18,1.22992E+18,Directed
3021991944,1.27722E+18,Directed
8.17077E+17,1469811883,Directed
1.58755E+18,1.33128E+18,Directed
1.58755E+18,2378859834,Directed
1.58755E+18,1.33128E+18,Directed
1.48234E+18,2713864874,Directed
1.48234E+18,2713864874,Directed
1.37442E+18,9.73912E+17,Directed
1.37442E+18,9.73912E+17,Directed
82637287,425940946,Directed
82637287,7.48218E+17,Directed
1.488E+18,1.44971E+18,Directed
1.488E+18,1.44971E+18,Directed
1.48234E+18,1.27187E+18,Directed
1.48234E+18,1.27187E+18,Directed
9.50835E+17,1.27187E+18,Directed
9.50835E+17,8.57994E+17,Directed
1.58755E+18,1.33128E+18,Directed
1.37442E+18,1.19406E+18,Directed
1.37442E+18,9.73912E+17,Directed
1.48234E+18,2713864874,Directed
1.41684E+18,8.57994E+17,Directed
1.41684E+18,1.27187E+18,Directed
1.41684E+18,1.38976E+18,Directed
1.41684E+18,391987971,Directed
1.41684E+18,8.57994E+17,Directed
1.48234E+18,1.27187E+18,Directed
1.488E+18,1.44971E+18,Directed
1.13578E+18,1469811883,Directed
1.13578E+18,1.5619E+18,Directed
1.13578E+18,1469811883,Directed
1.5983E+18,1.27686E+18,Directed
1.5983E+18,1.58313E+18,Directed
1.5983E+18,1.27686E+18,Directed
1.23751E+18,803430854,Directed
803430854,353780675,Directed
1496904794,7.48218E+17,Directed
1496904794,7.48218E+17,Directed
907279644,1576009134,Directed
907279644,1576009134,Directed
1.13578E+18,1469811883,Directed
1.42262E+18,1.27187E+18,Directed
1.42262E+18,1.27187E+18,Directed
84567552,7.76753E+17,Directed
84567552,1.5619E+18,Directed
84567552,7.76753E+17,Directed
907279644,1576009134,Directed
1.44287E+18,1576009134,Directed
1.44287E+18,1576009134,Directed
8.4321E+17,3872985201,Directed
8.4321E+17,3872985201,Directed
1.5983E+18,1.59828E+18,Directed
1.5983E+18,1636462382,Directed
1.5983E+18,1.27686E+18,Directed
1.29508E+18,7.48218E+17,Directed
1.29508E+18,1496904794,Directed
1.29508E+18,7.48218E+17,Directed
736288640,3331414936,Directed
736288640,3331414936,Directed
1.29508E+18,1.01334E+18,Directed
1.29508E+18,7.48218E+17,Directed
1630394504,1.57115E+18,Directed
1630394504,9.98918E+17,Directed
1630394504,1.57115E+18,Directed
1496904794,631615421,Directed
1496904794,7.48218E+17,Directed
1.31611E+18,46692536,Directed
1.31611E+18,46692536,Directed
46692536,207889497,Directed
1630394504,9.65478E+17,Directed
1630394504,1.57115E+18,Directed
1.54686E+18,3184185136,Directed
1.54686E+18,3184185136,Directed
1.5983E+18,1.17145E+18,Directed
1.5983E+18,1.17145E+18,Directed
1.09281E+18,1.18029E+18,Directed
1.31611E+18,207889497,Directed
1.31611E+18,46692536,Directed
1.47872E+18,7.48218E+17,Directed
1.47872E+18,1496904794,Directed
1.47872E+18,7.48218E+17,Directed
1.5983E+18,1.17145E+18,Directed
1.27083E+18,7.48218E+17,Directed
1.27083E+18,1496904794,Directed
1.27083E+18,7.48218E+17,Directed
1.48234E+18,8.59821E+17,Directed
1.48234E+18,8.59821E+17,Directed
568944867,1.27686E+18,Directed
568944867,1.58313E+18,Directed
568944867,1.27686E+18,Directed
1.40681E+18,7.47525E+17,Directed
1.40681E+18,7.47525E+17,Directed
1.47872E+18,1.505E+18,Directed
1.47872E+18,7.48218E+17,Directed
2712074936,8.31624E+17,Directed
2712074936,2397324926,Directed
2712074936,8.31624E+17,Directed
8.31624E+17,2397324926,Directed
1.27083E+18,1.54262E+18,Directed
1.27083E+18,7.48218E+17,Directed
1.42227E+18,1.33128E+18,Directed
1.42227E+18,2378859834,Directed
1.42227E+18,1.33128E+18,Directed
736288640,235099753,Directed
736288640,3331414936,Directed
1.54686E+18,7.48218E+17,Directed
1.54686E+18,19776209,Directed
1.54686E+18,7.48218E+17,Directed
1.42227E+18,516397967,Directed
1.42227E+18,1.33128E+18,Directed
1.5983E+18,1337424932,Directed
1.5983E+18,1337424932,Directed
2705006286,1.17107E+18,Directed
2705006286,372453701,Directed
2705006286,1.58744E+18,Directed
2705006286,2777003286,Directed
2705006286,16905329,Directed
2705006286,353780675,Directed
2705006286,1.22E+18,Directed
2705006286,1.17107E+18,Directed
1.49542E+18,46692536,Directed
1.49542E+18,46692536,Directed
1.58755E+18,1.45376E+18,Directed
1.58755E+18,1.45376E+18,Directed
1.48234E+18,8.1001E+17,Directed
1.48234E+18,8.59821E+17,Directed
736288640,3184185136,Directed
736288640,3184185136,Directed
1.44287E+18,1576009134,Directed
7.118E+17,1469811883,Directed
8.09483E+17,2936766057,Directed
8.09483E+17,2936766057,Directed
1.23925E+18,1337424932,Directed
1.23925E+18,1337424932,Directed
1.58755E+18,1.45376E+18,Directed
1.29508E+18,7.76753E+17,Directed
1.29508E+18,1.5619E+18,Directed
1.29508E+18,7.76753E+17,Directed
1.49542E+18,207889497,Directed
1.49542E+18,46692536,Directed
1.39057E+18,3234795983,Directed
7.118E+17,1469811883,Directed
1.45458E+18,7.48218E+17,Directed
1.45458E+18,1496904794,Directed
1.45458E+18,7.48218E+17,Directed
2858823035,1576009134,Directed
2858823035,1576009134,Directed
1.45458E+18,8.03715E+17,Directed
1.45458E+18,7.48218E+17,Directed
1.57847E+18,1337424932,Directed
1.57847E+18,1337424932,Directed
8.09483E+17,1.50503E+18,Directed
8.09483E+17,1.08599E+18,Directed
8.09483E+17,4867304315,Directed
8.09483E+17,2936766057,Directed
1.52187E+18,1469811883,Directed
1.52187E+18,1469811883,Directed
2712074936,8.31624E+17,Directed
2858823035,1576009134,Directed
1.45458E+18,1469811883,Directed
1.45458E+18,1469811883,Directed
736288640,3184185136,Directed
1.52187E+18,1469811883,Directed
1.57174E+18,1.12028E+18,Directed
1.57174E+18,3304911018,Directed
1.57174E+18,26461245,Directed
1.57174E+18,4491159327,Directed
1.57174E+18,1.20205E+18,Directed
1.57174E+18,202216964,Directed
1.57174E+18,1.3061E+18,Directed
1.57174E+18,9.79897E+17,Directed
1.57174E+18,1.2258E+18,Directed
1.57174E+18,8.42578E+17,Directed
1.57174E+18,18669868,Directed
1.57174E+18,8.75193E+17,Directed
1.57174E+18,1.07444E+18,Directed
1.57174E+18,1.22189E+18,Directed
1.57174E+18,7.10985E+17,Directed
1.57174E+18,2426632339,Directed
1.35112E+18,7.76753E+17,Directed
1.35112E+18,2783798916,Directed
1.35112E+18,7.76753E+17,Directed
1.23925E+18,8.31624E+17,Directed
1.23925E+18,1.5619E+18,Directed
1.23925E+18,8.31624E+17,Directed
1.488E+18,1.27722E+18,Directed
1.488E+18,1.27722E+18,Directed
1.5983E+18,48419508,Directed
1.5983E+18,2378859834,Directed
1.5983E+18,48419508,Directed
1.02676E+18,1.52559E+18,Directed
1.02676E+18,1.52559E+18,Directed
8.75361E+17,7.48218E+17,Directed
8.75361E+17,1496904794,Directed
8.75361E+17,7.48218E+17,Directed
1.57174E+18,18669868,Directed
1.57174E+18,8.75193E+17,Directed
1.57174E+18,1.07444E+18,Directed
1.57174E+18,1.22189E+18,Directed
1.57174E+18,7.10985E+17,Directed
1.57174E+18,1.38575E+18,Directed
1.57174E+18,1.41923E+18,Directed
1.57174E+18,1.29076E+18,Directed
1.57174E+18,2927723689,Directed
1.57174E+18,51213391,Directed
1.57174E+18,18050229,Directed
1.57174E+18,110185690,Directed
1.57174E+18,1.40671E+18,Directed
1.57174E+18,445292191,Directed
1.57174E+18,48374310,Directed
1.57174E+18,2426632339,Directed
1.48234E+18,1.54541E+18,Directed
1.48234E+18,1.54541E+18,Directed
7.87336E+17,1148712018,Directed
7.87336E+17,1148712018,Directed
1.02676E+18,7.48218E+17,Directed
1.02676E+18,1496904794,Directed
1.02676E+18,7.48218E+17,Directed
1.10188E+18,7.76753E+17,Directed
1.10188E+18,1.5619E+18,Directed
1.10188E+18,7.76753E+17,Directed
8.75361E+17,1.06153E+18,Directed
8.75361E+17,7.48218E+17,Directed
1.45458E+18,1469811883,Directed
1.5983E+18,48419508,Directed
1.57456E+18,1.38583E+18,Directed
1.57456E+18,1.38583E+18,Directed
1.45458E+18,8.31624E+17,Directed
1.45458E+18,8.31624E+17,Directed
1.37848E+18,2798092004,Directed
1.37848E+18,8.68345E+17,Directed
1.37848E+18,3437656863,Directed
1.37848E+18,1.35152E+18,Directed
1.37848E+18,8.20414E+17,Directed
1.37848E+18,2807738606,Directed
1.37848E+18,506064569,Directed
1.37848E+18,1329020407,Directed
1.37848E+18,2798092004,Directed
1.23925E+18,8.31624E+17,Directed
1.488E+18,1.27722E+18,Directed
1.58755E+18,7.76753E+17,Directed
1.58755E+18,7.76753E+17,Directed
8.07359E+17,1337424932,Directed
8.07359E+17,1337424932,Directed
1.42366E+18,21928134,Directed
1.42366E+18,1.53609E+18,Directed
1.42366E+18,1.27615E+18,Directed
1.42366E+18,44196397,Directed
1.42366E+18,21928134,Directed
21928134,1.42366E+18,Directed
21928134,1.53609E+18,Directed
21928134,1.27615E+18,Directed
21928134,44196397,Directed
1.52187E+18,1.5619E+18,Directed
1.02676E+18,1.33128E+18,Directed
1.02676E+18,2378859834,Directed
1.02676E+18,1.33128E+18,Directed
1.14921E+18,2674780621,Directed
1.40681E+18,1.33128E+18,Directed
1.40681E+18,2378859834,Directed
1.40681E+18,1.33128E+18,Directed
1.46937E+18,1.27187E+18,Directed
1.46937E+18,1.27187E+18,Directed
1.48234E+18,1.54541E+18,Directed
1.45458E+18,8.31624E+17,Directed
1.48234E+18,1.3541E+18,Directed
1.48234E+18,1.3541E+18,Directed
1.3973E+18,7.48218E+17,Directed
1.3973E+18,1496904794,Directed
1.3973E+18,7.48218E+17,Directed
1.35004E+18,1.27187E+18,Directed
1.35004E+18,1.27187E+18,Directed
1.40989E+18,1469811883,Directed
1.40989E+18,1469811883,Directed
1.58755E+18,7.76753E+17,Directed
1.40681E+18,1.33128E+18,Directed
1.45458E+18,1.36692E+18,Directed
1.45458E+18,1.36692E+18,Directed
1.3973E+18,1.52668E+18,Directed
1.3973E+18,7.48218E+17,Directed
1.38225E+18,2713864874,Directed
1.38225E+18,2713864874,Directed
1.5983E+18,1.27187E+18,Directed
1.5983E+18,1.27187E+18,Directed
736288640,7.47525E+17,Directed
736288640,7.47525E+17,Directed
1.33001E+18,7.48218E+17,Directed
1.33001E+18,1496904794,Directed
1.33001E+18,7.48218E+17,Directed
1.38225E+18,2713864874,Directed
1.33001E+18,1.18831E+18,Directed
1.33001E+18,7.48218E+17,Directed
1.21326E+18,1.52559E+18,Directed
1.21326E+18,1.52559E+18,Directed
1.35112E+18,2713864874,Directed
1.35112E+18,2713864874,Directed
442331628,7.76753E+17,Directed
442331628,2783798916,Directed
442331628,7.76753E+17,Directed
1.49944E+18,1.44971E+18,Directed
1.49944E+18,1.44971E+18,Directed
7.77351E+17,7.76753E+17,Directed
7.77351E+17,2674780621,Directed
7.77351E+17,7.76753E+17,Directed
1.48234E+18,1.3541E+18,Directed
1.33001E+18,9.73912E+17,Directed
1.33001E+18,9.73912E+17,Directed
1.488E+18,48419508,Directed
1.488E+18,2378859834,Directed
1.488E+18,48419508,Directed
1.45458E+18,1.36692E+18,Directed
1.21326E+18,1.53407E+18,Directed
1.21326E+18,1.52559E+18,Directed
1.40989E+18,1469811883,Directed
8.75361E+17,1469811883,Directed
8.75361E+17,1.5619E+18,Directed
8.75361E+17,1469811883,Directed
7.77351E+17,7.76753E+17,Directed
1.48234E+18,1.33128E+18,Directed
1.48234E+18,1.33128E+18,Directed
1.58755E+18,1.36692E+18,Directed
1.58755E+18,1.36692E+18,Directed
8.75361E+17,1469811883,Directed
1.27345E+18,7.76753E+17,Directed
1.27345E+18,2783798916,Directed
1.27345E+18,7.76753E+17,Directed
1.43139E+18,7.76753E+17,Directed
1.43139E+18,1.5619E+18,Directed
1.43139E+18,7.76753E+17,Directed
1.48234E+18,1.33128E+18,Directed
1.33001E+18,9.73912E+17,Directed
1.43139E+18,7.76753E+17,Directed
1.00479E+18,7.76753E+17,Directed
1.00479E+18,1.5619E+18,Directed
1.00479E+18,7.76753E+17,Directed
736288640,7.47525E+17,Directed
1.33001E+18,1469811883,Directed
1.33001E+18,1.5619E+18,Directed
1.33001E+18,1469811883,Directed
1.09362E+18,7.03072E+17,Directed
1.09362E+18,7.03072E+17,Directed
3309509248,2327151476,Directed
3309509248,1.29644E+18,Directed
3309509248,2327151476,Directed
2327151476,1.29644E+18,Directed
2327151476,3309509248,Directed
1.58755E+18,1.36692E+18,Directed
1.35112E+18,2713864874,Directed
1.00479E+18,7.76753E+17,Directed
1.37672E+18,7.48218E+17,Directed
1.37672E+18,1496904794,Directed
1.37672E+18,7.48218E+17,Directed
1.5983E+18,9.73912E+17,Directed
1.5983E+18,9.73912E+17,Directed
1.37672E+18,7.76466E+17,Directed
1.37672E+18,7.48218E+17,Directed
1367967512,1469811883,Directed
1367967512,1.5619E+18,Directed
1367967512,1469811883,Directed
1.45458E+18,1.27686E+18,Directed
1.45458E+18,1.58313E+18,Directed
1.45458E+18,1.27686E+18,Directed
1.20513E+18,7.76753E+17,Directed
1.20513E+18,1.5619E+18,Directed
1.20513E+18,7.76753E+17,Directed
1.38225E+18,1.45376E+18,Directed
1.38225E+18,1.45376E+18,Directed
7.04418E+17,1.27187E+18,Directed
7.04418E+17,1.27187E+18,Directed
1.40989E+18,8.31624E+17,Directed
1.40989E+18,8.31624E+17,Directed
1.5983E+18,9.73912E+17,Directed
1.38225E+18,1.45376E+18,Directed
2712074936,7.47525E+17,Directed
2712074936,7.47525E+17,Directed
1.52187E+18,1.52559E+18,Directed
1.52187E+18,1.52559E+18,Directed
2676231887,1.57115E+18,Directed
2676231887,9.98918E+17,Directed
2676231887,1.57115E+18,Directed
1.40989E+18,8.31624E+17,Directed
1.52187E+18,9.39919E+17,Directed
1.52187E+18,1.52559E+18,Directed
2676231887,2520036932,Directed
2676231887,1.57115E+18,Directed
1.13578E+18,7.76753E+17,Directed
1.13578E+18,7.76753E+17,Directed
1.26451E+18,7.48218E+17,Directed
1.26451E+18,1496904794,Directed
1.26451E+18,7.48218E+17,Directed
1.45243E+18,7.87336E+17,Directed
1.45243E+18,1148712018,Directed
1.45243E+18,7.87336E+17,Directed
1.40989E+18,7.76753E+17,Directed
1.40989E+18,1.5619E+18,Directed
1.40989E+18,7.76753E+17,Directed
166128463,9.73912E+17,Directed
166128463,9.73912E+17,Directed
1367967512,1469811883,Directed
1.13578E+18,7.76753E+17,Directed
1.26451E+18,3082178307,Directed
1.26451E+18,7.48218E+17,Directed
2712074936,7.47525E+17,Directed
1.54686E+18,7.76753E+17,Directed
1.54686E+18,4891537774,Directed
1.54686E+18,7.76753E+17,Directed
166128463,1.19025E+18,Directed
166128463,9.73912E+17,Directed
1.40989E+18,1.10188E+18,Directed
1.40989E+18,7.76753E+17,Directed
1.54686E+18,8.38474E+17,Directed
1.54686E+18,8.38474E+17,Directed
1.5146E+18,7.48218E+17,Directed
1.5146E+18,1496904794,Directed
1.5146E+18,7.48218E+17,Directed
1.46463E+18,143820595,Directed
1.4023E+18,1469811883,Directed
1.4023E+18,1.5619E+18,Directed
1.4023E+18,1469811883,Directed
4891537774,7.76753E+17,Directed
4891537774,7.76753E+17,Directed
1367967512,8.31624E+17,Directed
1367967512,8.31624E+17,Directed
1.35129E+18,7.48218E+17,Directed
1.35129E+18,1496904794,Directed
1.35129E+18,7.48218E+17,Directed
1.4023E+18,7.48218E+17,Directed
1.4023E+18,1496904794,Directed
1.4023E+18,7.48218E+17,Directed
1.43524E+18,7.47525E+17,Directed
1.43524E+18,7.47525E+17,Directed
1.14435E+18,1.52559E+18,Directed
1.14435E+18,1.52559E+18,Directed
1.59815E+18,1.10329E+18,Directed
1.59815E+18,1347300578,Directed
1.59815E+18,1.46063E+18,Directed
1.59815E+18,1.10329E+18,Directed
1.10329E+18,1.59815E+18,Directed
1.10329E+18,1347300578,Directed
1.10329E+18,1.46063E+18,Directed
1.4023E+18,395530124,Directed
1.4023E+18,7.48218E+17,Directed
4891537774,8.31624E+17,Directed
4891537774,8.31624E+17,Directed
568862399,1.57115E+18,Directed
568862399,9.98918E+17,Directed
568862399,1.57115E+18,Directed
1.35129E+18,19660525,Directed
1.35129E+18,7.48218E+17,Directed
1.58755E+18,1.41018E+18,Directed
1.58755E+18,1.41018E+18,Directed
568862399,568821089,Directed
568862399,1.57115E+18,Directed
1.2783E+18,7.76753E+17,Directed
1.2783E+18,1.5619E+18,Directed
1.2783E+18,7.76753E+17,Directed
1.5146E+18,1.2196E+18,Directed
1.5146E+18,7.48218E+17,Directed
1.54686E+18,1.31973E+18,Directed
1.54686E+18,1.15877E+18,Directed
1.54686E+18,1.31973E+18,Directed
1.58755E+18,1.41018E+18,Directed
1.42002E+18,7.76753E+17,Directed
1.42002E+18,1.5619E+18,Directed
1.42002E+18,7.76753E+17,Directed
1.57442E+18,1.51281E+18,Directed
1.57442E+18,397498100,Directed
1.57442E+18,1.51096E+18,Directed
1.57442E+18,1.4632E+18,Directed
1.57442E+18,1.39512E+18,Directed
1.57442E+18,1.47115E+18,Directed
1.57442E+18,1.47768E+18,Directed
1.57442E+18,250402309,Directed
1.57442E+18,370535785,Directed
1.57442E+18,1.51713E+18,Directed
1.57442E+18,2376342267,Directed
1367967512,8.31624E+17,Directed
4395650475,1.27187E+18,Directed
4395650475,1.27187E+18,Directed
1.42002E+18,7.76753E+17,Directed
1.58755E+18,1469811883,Directed
1.58755E+18,1.5619E+18,Directed
1.58755E+18,1469811883,Directed
8.75361E+17,1.41018E+18,Directed
8.75361E+17,1.41018E+18,Directed
4395650475,1.27187E+18,Directed
1.57007E+18,1.52559E+18,Directed
1.57007E+18,1.52559E+18,Directed
1.4023E+18,7.76753E+17,Directed
1.4023E+18,7.76753E+17,Directed
1.57007E+18,8.3475E+17,Directed
1.57007E+18,1.52559E+18,Directed
8.75361E+17,1.41018E+18,Directed
736288640,8.31624E+17,Directed
736288640,1469811883,Directed
736288640,8.31624E+17,Directed
8.09015E+17,7.76753E+17,Directed
8.09015E+17,4926801628,Directed
8.09015E+17,7.76753E+17,Directed
1.37286E+18,1.48885E+18,Directed
1367967512,7.76753E+17,Directed
1.45458E+18,1.27686E+18,Directed
1.58755E+18,8.31624E+17,Directed
1.58755E+18,8.31624E+17,Directed
1.48234E+18,8.31624E+17,Directed
1.48234E+18,1469811883,Directed
1.48234E+18,8.31624E+17,Directed
1.21719E+18,9.73912E+17,Directed
1.21719E+18,9.73912E+17,Directed
1.45458E+18,7.76753E+17,Directed
1.45458E+18,7.76753E+17,Directed
736288640,8.31624E+17,Directed
1.54686E+18,1.52778E+18,Directed
1.54686E+18,1.52778E+18,Directed
1.49194E+18,1.52881E+18,Directed
1.49194E+18,17392584,Directed
1.49194E+18,1.30128E+18,Directed
1.49194E+18,8.94705E+17,Directed
1.49194E+18,1.20412E+18,Directed
1.49194E+18,1.52881E+18,Directed
1.52881E+18,17392584,Directed
1.52881E+18,1.30128E+18,Directed
1.52881E+18,8.94705E+17,Directed
1.52881E+18,1.20412E+18,Directed
1.52881E+18,8.84447E+17,Directed
1.52881E+18,1.21313E+18,Directed
1.52881E+18,1.27378E+18,Directed
1.52881E+18,1.44954E+18,Directed
1.52881E+18,9.16024E+17,Directed
1.52881E+18,376782929,Directed
1.52881E+18,211758860,Directed
1.52881E+18,590015167,Directed
3174239459,1720053326,Directed
3174239459,7.78271E+17,Directed
3174239459,1720053326,Directed
1.10045E+18,7.48218E+17,Directed
1.10045E+18,1496904794,Directed
1.10045E+18,7.48218E+17,Directed
1.10045E+18,1.10083E+18,Directed
1.10045E+18,7.48218E+17,Directed
1.12932E+18,8.59821E+17,Directed
1.12932E+18,8.59821E+17,Directed
1.48234E+18,8.31624E+17,Directed
1.25122E+18,1.22992E+18,Directed
1.25122E+18,1.22992E+18,Directed
2877962446,1.27187E+18,Directed
2877962446,1.27187E+18,Directed
1.58755E+18,8.31624E+17,Directed
1.488E+18,8.31624E+17,Directed
1.488E+18,8.31624E+17,Directed
1.21719E+18,1.59395E+18,Directed
1.21719E+18,1.52069E+18,Directed
1.21719E+18,1.48962E+18,Directed
1.21719E+18,9.73912E+17,Directed
1.45458E+18,7.76753E+17,Directed
1.488E+18,8.31624E+17,Directed
9.89496E+17,2798092004,Directed
9.89496E+17,8.68345E+17,Directed
9.89496E+17,3437656863,Directed
9.89496E+17,1.35152E+18,Directed
9.89496E+17,8.20414E+17,Directed
9.89496E+17,2807738606,Directed
9.89496E+17,506064569,Directed
2901050208,1.57115E+18,Directed
2901050208,9.98918E+17,Directed
2901050208,1.57115E+18,Directed
385083850,7.76753E+17,Directed
385083850,2674780621,Directed
385083850,7.76753E+17,Directed
1.43139E+18,8.31624E+17,Directed
1.43139E+18,1469811883,Directed
1.43139E+18,8.31624E+17,Directed
2901050208,2331925752,Directed
2901050208,1.57115E+18,Directed
1.54686E+18,1.27722E+18,Directed
1.54686E+18,1.27722E+18,Directed
1.1989E+18,7.76753E+17,Directed
1.1989E+18,7.76753E+17,Directed
385083850,7.76753E+17,Directed
619744912,7.68603E+17,Directed
619744912,3961296645,Directed
619744912,7.68603E+17,Directed
7.68603E+17,3961296645,Directed
1.38225E+18,1.52778E+18,Directed
1.38225E+18,1.52778E+18,Directed
8.75361E+17,1.27722E+18,Directed
8.75361E+17,1.27722E+18,Directed
8.51157E+17,869090414,Directed
8.51157E+17,1.36905E+18,Directed
8.51157E+17,869090414,Directed
8.17077E+17,7.76753E+17,Directed
8.17077E+17,7.76753E+17,Directed
1.43139E+18,8.31624E+17,Directed
2336004872,1.57115E+18,Directed
2336004872,9.98918E+17,Directed
2336004872,1.57115E+18,Directed
1.43306E+18,7.76753E+17,Directed
1.43306E+18,1.5619E+18,Directed
1.43306E+18,7.76753E+17,Directed
2336004872,2923465364,Directed
2336004872,1.57115E+18,Directed
1.07604E+18,9.73912E+17,Directed
1.07604E+18,9.73912E+17,Directed
8.51157E+17,1.3165E+18,Directed
8.51157E+17,869090414,Directed
1.38225E+18,1.52778E+18,Directed
1.07604E+18,1.25403E+18,Directed
1.07604E+18,9.73912E+17,Directed
8.75361E+17,1.27722E+18,Directed
1.59201E+18,7.74515E+17,Directed
7.74515E+17,1.46063E+18,Directed
1.27345E+18,1.45592E+18,Directed
1.27345E+18,1.45592E+18,Directed
1.12932E+18,1.12692E+18,Directed
1.12932E+18,8.07359E+17,Directed
1.12932E+18,8.59821E+17,Directed
910505444,48419508,Directed
910505444,2378859834,Directed
910505444,48419508,Directed
8.09015E+17,8.31624E+17,Directed
8.09015E+17,1.5619E+18,Directed
8.09015E+17,8.31624E+17,Directed
1.29447E+18,7.48218E+17,Directed
1.29447E+18,1496904794,Directed
1.29447E+18,7.48218E+17,Directed
84567552,8.57994E+17,Directed
84567552,8.57994E+17,Directed
1.29447E+18,1.35904E+18,Directed
1.29447E+18,7.48218E+17,Directed
1.54686E+18,1.36692E+18,Directed
1.54686E+18,1.36692E+18,Directed
1.54186E+18,9.73912E+17,Directed
1.54186E+18,9.73912E+17,Directed
1.27345E+18,1.20937E+18,Directed
1.27345E+18,1.45592E+18,Directed
84567552,1.27187E+18,Directed
84567552,1.53539E+18,Directed
84567552,8.57994E+17,Directed
8.17077E+17,7.76753E+17,Directed
