Source,Target,Type
340,459,Directed
340,351,Directed
340,39,Directed
340,465,Directed
340,611,Directed
340,616,Directed
340,581,Directed
340,498,Directed
342,372,Directed
342,597,Directed
342,343,Directed
342,351,Directed
343,536,Directed
343,434,Directed
343,558,Directed
343,372,Directed
343,248,Directed
343,459,Directed
343,611,Directed
343,465,Directed
343,616,Directed
343,550,Directed
383,442,Directed
383,611,Directed
344,377,Directed
345,391,Directed
345,435,Directed
345,451,Directed
345,531,Directed
345,580,Directed
346,599,Directed
347,488,Directed
347,518,Directed
347,543,Directed
347,524,Directed
348,518,Directed
350,389,Directed
350,434,Directed
350,446,Directed
350,463,Directed
350,404,Directed
350,603,Directed
350,611,Directed
350,413,Directed
575,436,Directed
353,374,Directed
353,311,Directed
353,441,Directed
353,545,Directed
354,498,Directed
355,550,Directed
355,603,Directed
355,616,Directed
356,377,Directed
358,467,Directed
358,494,Directed
358,555,Directed
359,404,Directed
360,479,Directed
360,404,Directed
360,568,Directed
360,389,Directed
362,478,Directed
363,401,Directed
363,388,Directed
363,368,Directed
338,505,Directed
338,607,Directed
365,398,Directed
365,522,Directed
365,555,Directed
367,539,Directed
369,73,Directed
45,518,Directed
45,461,Directed
45,524,Directed
372,550,Directed
372,465,Directed
372,603,Directed
372,611,Directed
372,616,Directed
372,389,Directed
374,382,Directed
374,119,Directed
374,117,Directed
374,441,Directed
374,516,Directed
374,400,Directed
374,311,Directed
374,334,Directed
374,609,Directed
374,613,Directed
375,404,Directed
375,432,Directed
377,608,Directed
377,538,Directed
377,450,Directed
377,563,Directed
381,248,Directed
382,545,Directed
385,587,Directed
385,571,Directed
385,352,Directed
385,498,Directed
386,404,Directed
386,458,Directed
386,432,Directed
387,425,Directed
387,530,Directed
387,390,Directed
389,432,Directed
389,458,Directed
389,446,Directed
389,451,Directed
389,454,Directed
389,531,Directed
395,518,Directed
395,508,Directed
395,524,Directed
397,600,Directed
397,581,Directed
398,522,Directed
398,598,Directed
398,555,Directed
399,197,Directed
399,597,Directed
400,516,Directed
400,119,Directed
400,545,Directed
400,334,Directed
400,117,Directed
400,613,Directed
400,466,Directed
404,446,Directed
404,458,Directed
405,540,Directed
175,576,Directed
175,611,Directed
19,572,Directed
410,505,Directed
39,509,Directed
39,576,Directed
39,603,Directed
413,597,Directed
414,518,Directed
415,393,Directed
416,248,Directed
417,578,Directed
418,440,Directed
418,506,Directed
421,546,Directed
421,518,Directed
421,524,Directed
421,595,Directed
421,491,Directed
423,555,Directed
103,567,Directed
426,459,Directed
426,611,Directed
427,478,Directed
427,535,Directed
428,524,Directed
117,516,Directed
117,119,Directed
117,545,Directed
117,334,Directed
117,613,Directed
117,466,Directed
430,518,Directed
432,479,Directed
432,611,Directed
432,454,Directed
434,505,Directed
434,584,Directed
434,597,Directed
434,352,Directed
436,611,Directed
436,531,Directed
436,489,Directed
437,521,Directed
437,452,Directed
438,527,Directed
378,604,Directed
441,545,Directed
441,311,Directed
442,129,Directed
443,590,Directed
76,483,Directed
446,558,Directed
446,584,Directed
446,603,Directed
446,611,Directed
446,616,Directed
446,505,Directed
447,606,Directed
448,572,Directed
448,518,Directed
448,585,Directed
448,602,Directed
448,487,Directed
449,608,Directed
449,450,Directed
449,611,Directed
449,553,Directed
450,538,Directed
248,499,Directed
248,550,Directed
248,505,Directed
248,599,Directed
248,611,Directed
248,352,Directed
248,498,Directed
457,518,Directed
457,524,Directed
458,479,Directed
458,611,Directed
459,555,Directed
279,501,Directed
461,574,Directed
465,505,Directed
466,516,Directed
466,119,Directed
466,334,Directed
466,613,Directed
467,494,Directed
467,555,Directed
468,499,Directed
469,563,Directed
469,498,Directed
469,505,Directed
470,352,Directed
470,470,Directed
470,368,Directed
474,498,Directed
474,550,Directed
476,368,Directed
477,521,Directed
478,535,Directed
478,486,Directed
478,497,Directed
480,518,Directed
487,518,Directed
490,33,Directed
491,508,Directed
491,566,Directed
491,612,Directed
491,579,Directed
491,515,Directed
494,522,Directed
494,598,Directed
494,555,Directed
495,539,Directed
498,505,Directed
498,587,Directed
498,571,Directed
498,352,Directed
498,530,Directed
498,563,Directed
498,511,Directed
500,513,Directed
501,547,Directed
501,502,Directed
501,126,Directed
501,527,Directed
501,605,Directed
502,547,Directed
502,502,Directed
502,126,Directed
503,311,Directed
504,518,Directed
505,592,Directed
505,550,Directed
505,599,Directed
505,611,Directed
507,546,Directed
508,518,Directed
515,518,Directed
515,612,Directed
516,334,Directed
516,119,Directed
516,545,Directed
516,613,Directed
518,543,Directed
518,585,Directed
518,595,Directed
518,596,Directed
518,546,Directed
518,602,Directed
518,524,Directed
518,566,Directed
518,572,Directed
518,573,Directed
518,612,Directed
518,532,Directed
518,579,Directed
519,584,Directed
522,559,Directed
522,619,Directed
522,598,Directed
522,555,Directed
523,605,Directed
524,586,Directed
524,541,Directed
524,543,Directed
524,551,Directed
524,596,Directed
524,488,Directed
524,566,Directed
524,579,Directed
497,535,Directed
119,545,Directed
119,334,Directed
119,613,Directed
527,547,Directed
368,352,Directed
536,558,Directed
538,608,Directed
545,311,Directed
545,334,Directed
545,609,Directed
545,613,Directed
219,548,Directed
546,546,Directed
546,595,Directed
547,591,Directed
548,556,Directed
555,565,Directed
555,619,Directed
555,598,Directed
558,603,Directed
558,616,Directed
334,613,Directed
571,587,Directed
572,572,Directed
352,616,Directed
576,584,Directed
576,601,Directed
576,603,Directed
578,550,Directed
578,588,Directed
584,550,Directed
584,603,Directed
584,611,Directed
488,596,Directed
589,601,Directed
591,605,Directed
556,556,Directed
615,611,Directed
597,601,Directed
597,603,Directed
597,611,Directed
601,603,Directed
601,616,Directed
603,616,Directed
311,613,Directed
